ID,GENRE,UR,ML,CR,MY,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
3374, Drama,14,177,5,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3375, Sci-Fi,14,178,5,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3376, Romance,19,113,2,1942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3377, Drama|War,11,157,5,1943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3378, Drama,15,124,2,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3379, Drama,17,73,4,1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3380, Film-Noir,11,167,3,1947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3381, Comedy|Drama,15,40,4,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3382, Drama,11,104,2,1936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3383, Drama|Musical,4,108,1,1937,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3384, Action|Crime,15,31,1,1974,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3385, Comedy,9,101,2,1985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3386, Drama|Mystery|Thriller,12,178,4,1991,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3387, Comedy,7,128,3,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3388, Children|Comedy,8,80,1,1987,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3389, Action|Adventure,16,156,4,1986,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390, Adventure,18,70,5,1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391, Comedy,9,112,5,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3392, Comedy,13,83,4,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3393, Comedy|Fantasy|Romance,13,54,2,1987,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3394, Comedy|Romance,1,98,5,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3395, Comedy,9,44,2,1987,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3396, Children|Comedy|Musical,11,133,4,1979,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3397, Children|Comedy,11,35,2,1981,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3398, Children|Comedy|Musical,11,125,3,1984,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3399, Children|Comedy,16,46,2,1985,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3400, Adventure|Animation|Children|Fantasy,17,110,2,1993,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3401, Adventure|Sci-Fi,4,38,2,1985,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3402, Drama,7,69,4,1985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3403, Drama|Thriller,6,117,4,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3404, Action|Drama,15,96,1,1953,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3405, Action|Drama,17,169,2,1958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3406, Action|Adventure|Drama|War,17,80,1,1951,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3407, Comedy|Drama,7,139,5,1999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3408, Drama,5,161,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3409, Drama|Thriller,2,74,2,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3410, Comedy|Drama,10,97,1,1999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3411, Drama,19,159,1,1998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3412, Adventure|Children|Drama,13,89,2,1988,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3413, Crime|Drama,17,125,2,1949,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3414, Romance,19,151,5,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3415, Drama,8,175,5,1975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3417, Adventure|Comedy|Sci-Fi,9,70,5,1952,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
3418, Action|Adventure|Comedy|Crime|Drama|Romance,2,45,1,1991,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
3419, Comedy|Crime,8,31,3,1970,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3420, Drama|Thriller,19,64,4,1979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3421, Comedy,12,138,5,1978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3422, Comedy|Romance,3,48,5,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3423, Drama,4,34,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3424, Comedy|Drama,1,76,4,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3425, Drama|Musical,9,143,4,1990,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3426, Drama|Romance,10,104,3,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3427, Crime,6,32,4,1968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3428, Drama,13,166,5,1979,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3429, Animation|Comedy,13,57,1,1989,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3430, Action|Crime|Drama,5,156,1,1974,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3431, Action|Drama,4,82,1,1982,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3432, Action|Drama,10,45,1,1985,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3433, Action|Drama,11,39,3,1987,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3434, Action|Drama,16,171,4,1994,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3435, Crime|Drama|Film-Noir,2,105,1,1944,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
3436, Drama|Romance,3,163,3,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3437, Drama,1,45,1,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3438, Action|Children|Comedy|Fantasy|Sci-Fi,6,133,5,1990,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3439, Action|Children|Fantasy,17,146,4,1991,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3440, Action|Children|Fantasy,3,76,2,1993,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3441, Action|Drama|War,4,121,4,1984,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3442, Action,12,123,3,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3443, Action|Drama|Thriller,12,157,2,1986,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3444, Action,9,106,5,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3445, Mystery|Thriller,11,149,3,1978,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3446, Comedy|Drama,15,139,4,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3447, Drama,18,86,2,1937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3448, Comedy|Drama|War,7,87,2,1987,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3449, Drama,13,110,2,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3450, Comedy,5,91,3,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3451, Drama,5,71,5,1967,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3452, Action|Crime|Romance|Thriller,18,140,3,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3453, Drama|Romance,17,60,3,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3454, Comedy|Romance,12,135,3,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3455, Drama|Thriller,15,63,3,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3456, Drama,5,49,4,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3457, Drama|Thriller,19,129,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3458, Drama|Romance,12,123,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3459, Drama|Horror,10,81,3,1986,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3460, Comedy,12,43,4,1967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3461, Adventure|Drama|Horror|Thriller,8,96,1,1963,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3462, Comedy|Romance,12,166,3,1936,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3463, Comedy,5,160,4,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3464, Sci-Fi|Thriller,1,139,3,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3465, Drama,18,118,1,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3466, Comedy|Fantasy,16,55,1,1993,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3467, Drama|Western,2,178,2,1963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3468, Drama,12,44,1,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3469, Drama,19,65,3,1960,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3470, Adventure|Drama,14,177,1,1975,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3471, Adventure|Drama|Sci-Fi,3,143,1,1977,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3472, Horror|Thriller,18,141,1,1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3473, Comedy,7,96,1,1976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3474, Sci-Fi|Thriller,7,100,2,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3475, Drama|Romance,1,168,3,1951,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3476, Drama|Fantasy|Horror|Mystery|Thriller,10,80,4,1990,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0
3477, Comedy|Drama,16,126,2,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3478, Drama,19,64,4,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3479, Adventure|Fantasy|Romance,17,130,1,1985,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3480, Drama|Romance,16,88,2,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3481, Comedy|Drama|Romance,12,51,2,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3483, Animation|Children,19,53,2,2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484, Thriller,1,93,2,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3485, Horror,10,104,4,1975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3486, Sci-Fi,5,134,3,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3487, Western,5,76,1,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3488, Horror|Sci-Fi,16,82,2,1959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3489, Adventure|Comedy|Fantasy,17,148,1,1991,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3490, Horror,9,143,5,1972,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3491, Comedy,12,69,3,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3492, Adventure|Drama,6,119,4,1926,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3493, Horror|Mystery|Thriller,15,31,3,1973,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3494, Adventure|Western,1,148,3,1969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3495, Comedy|Drama,12,65,3,1992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3496, Drama,8,161,3,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3497, Comedy,13,101,1,1983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3498, Drama,19,62,1,1978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3499, Drama|Horror|Thriller,5,121,3,1990,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3500, Comedy|Drama,18,96,1,1992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3501, Comedy|Romance,2,93,5,1985,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3502, Drama,19,79,1,1993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3503, Drama|Mystery|Sci-Fi,2,32,3,1972,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3504, Comedy|Drama,5,35,5,1976,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3505, Drama|Mystery|Thriller,6,92,1,1987,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3506, Comedy|Drama,19,116,3,1979,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3507, Comedy|Drama,13,176,3,1968,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3508, Action|Adventure|Drama|Western,18,172,5,1976,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3509, Drama,16,65,2,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3510, Drama|Thriller,19,132,2,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3511, Comedy,17,110,4,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3512, Drama|Romance,1,130,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3513, Drama|Thriller,12,173,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3514, Drama,13,63,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3515, Comedy|Romance,10,65,4,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3516, Comedy|Fantasy|Romance,5,48,2,1958,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3517, Crime|Drama,8,170,4,1926,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3518, Drama|Thriller,13,127,2,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3519, Action|War,17,63,5,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3520, Comedy,10,160,5,1965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3521, Comedy|Drama,4,176,3,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3522, Drama,3,176,5,1971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3523, Action|Thriller,7,70,3,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3524, Comedy|Romance,19,61,3,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3525, Comedy,16,123,2,1984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3526, Comedy|Drama,4,56,4,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3527, Action|Sci-Fi|Thriller,2,119,4,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3528, Drama|Romance,7,97,4,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3529, Crime|Thriller,6,168,3,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3530, Comedy,2,89,3,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3531, Comedy|Drama|Romance,7,84,2,1990,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3533, Drama,5,115,2,1963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3534, Drama,9,167,2,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3535, Comedy|Crime|Drama|Horror|Mystery|Thriller,17,95,1,2000,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0
3536, Comedy|Drama|Romance,8,79,4,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3537, Comedy|Drama,14,55,4,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3538, Comedy,11,31,2,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3539, Documentary,15,43,3,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3540, Drama|Mystery|Romance,16,126,2,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3541, Action,18,163,4,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3542, Drama,12,174,3,1969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3543, Comedy|Drama,10,95,1,1982,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3544, Comedy,15,43,3,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3545, Musical|War,3,52,1,1972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3546, Drama|Thriller,5,87,2,1962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3547, Comedy|Drama,13,86,3,1987,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3548, Comedy|Drama,16,99,5,1958,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3549, Comedy|Musical|Romance,5,114,5,1955,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3550, Horror,13,175,4,1983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3551, Crime|Drama|Thriller,18,128,2,1976,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3552, Comedy,19,120,2,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3553, Drama|Thriller,9,60,4,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3554, Drama|Romance,3,143,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3555, Action|Thriller,9,44,1,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3556, Drama|Mystery,9,52,3,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3557, Mystery|Thriller,9,120,4,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3558, Drama,6,168,3,1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3559, Comedy|Drama|Romance,11,173,3,1952,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3560, Drama,12,31,3,1978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3561, Drama,2,30,1,1982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3562, Comedy|Drama,9,178,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3563, Action|Horror,12,31,2,2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3564, Children|Comedy,7,131,5,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3565, Comedy|Drama,7,35,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3566, Comedy|Drama,5,178,4,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3567, Comedy|Drama|Romance,5,98,4,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
3568, Comedy|Romance,3,108,5,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3569, Comedy|Drama,10,146,5,1998,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3570, Drama,19,80,1,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3571, Comedy|Drama,8,138,4,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3572, Horror|Sci-Fi,18,54,2,1993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3573, Horror|Sci-Fi,19,73,2,1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3574, Horror|Sci-Fi,6,83,3,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3575, Drama,9,71,3,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3576, Action|Horror|Sci-Fi,10,135,5,1987,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3577, Drama|Romance,16,84,2,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3578, Action|Adventure|Drama,13,158,1,2000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3579, Drama,12,56,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3580, Drama,18,126,5,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3581, Comedy,14,165,4,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3582, Comedy|Documentary|Drama,16,61,2,2000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3583, Drama|Musical,18,89,4,1960,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3584, Action|Drama|Romance|Thriller,9,177,1,1983,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3585, Adventure|War,6,176,5,1956,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3586, Drama,9,95,1,1980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3587, Horror,9,69,5,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3588, Crime|Drama,14,102,2,1972,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3589, Adventure|Fantasy,10,151,5,1966,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3590, Comedy|Drama,5,121,1,1974,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3591, Comedy|Drama,4,100,3,1983,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3592, Animation|Sci-Fi,4,82,1,1982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3593, Action|Sci-Fi,3,32,3,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3594, Drama|Musical,12,147,1,2000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3595, Comedy,14,134,4,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3596, Comedy,18,72,4,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3597, Comedy,7,153,3,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3598, Crime|Drama|Romance|Thriller,12,110,2,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3599, Comedy|Musical,4,135,3,1945,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3600, Comedy|Musical,7,31,2,1961,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3601, Comedy|Western,2,56,1,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3602, Comedy|Musical|Romance,11,176,5,1960,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3603, Comedy,1,155,3,1969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3604, Musical,6,119,5,1962,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3605, Drama|Musical,3,33,4,1958,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3606, Comedy|Musical|Romance,5,114,5,1949,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3607, Comedy|Drama|Western,1,100,2,1973,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3608, Comedy,15,99,1,1985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3609, Documentary,17,66,1,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3610, Musical,3,67,4,1964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3611, Animation|Children|Comedy,12,90,4,1943,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3612, Adventure|Musical|Romance,9,72,5,1976,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3613, Comedy,12,118,4,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3614, Comedy|Romance,16,34,3,1992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3615, Animation|Children,3,165,5,2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616, Comedy|Romance,3,173,5,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3617, Comedy,11,164,3,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3618, Comedy,9,74,2,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3619, Comedy,7,176,4,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3620, Comedy|Drama,13,163,4,1997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3621, Drama|Horror,18,42,5,1981,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3622, Comedy,11,85,4,1970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
